Region,District,Sector,School_Name,Year,Male_Dropout_Percentage,Female_Dropout_Percentage,Overall_Dropout_Percentage,Completion_Total,Reenrollment_Rate,Attendance_Rate,Avg_Household_Income_RWF,TS_Ratio_Numeric,Dropout_Level
Western,Nyabihu,Sector-8,GS Akumunigo,2023,27.44,6.07,16.76,74.62,19.98,86.35,220756,0.017857143,Medium
Western,Nyabihu,Sector-5,GS Mubuga,2024,17.8,2.23,10.01,71.53,5.51,61.3,325571,0.017857143,Medium
Northern,Musanze,Sector-8,GS Rutongo,2010,21.52,29.27,25.39,75.16,13.49,63.5,556094,0.03030303,High
Northern,Musanze,Sector-2,GS Mubuga,2011,12.71,26.01,19.36,68.13,5.41,98.02,234942,0.03030303,Medium
Northern,Musanze,Sector-3,GS Mweya,2012,21.09,8.35,14.72,63.69,1.98,94.25,445341,0.03030303,Medium
Northern,Musanze,Sector-3,Mater Dei,2013,22.98,18.3,20.64,63.18,18.13,99.02,419066,0.03030303,Medium
Northern,Musanze,Sector-2,GS Kimironko II,2014,29.93,5.76,17.85,59.61,6.03,78.47,569571,0.03030303,Medium
Northern,Musanze,Sector-3,GS Rukomo,2015,6.83,23.45,15.14,83.69,19.39,75.49,552642,0.03030303,Medium
Northern,Musanze,Sector-4,GS Akumunigo,2016,6.04,7.47,6.75,65.42,6.62,77.46,117839,0.03030303,Low
Northern,Musanze,Sector-9,GS Mweya,2017,16.73,28.81,22.77,71.52,10.03,61.74,143585,0.03030303,Medium
Northern,Musanze,Sector-8,GS Gitega,2018,11.49,5.95,8.72,81.53,12.27,97,538292,0.03030303,Low
Northern,Musanze,Sector-8,GS Akumunigo,2019,12.95,19.96,16.45,98.32,19.06,60.17,369695,0.03030303,Medium
Northern,Musanze,Sector-9,GS Mweya,2020,9.17,12.08,10.63,55.1,7.44,89.07,599961,0.03030303,Medium
Northern,Musanze,Sector-6,GS Kinteko,2021,20.51,27.81,24.16,77.92,1.25,77.36,236485,0.03030303,Medium
Northern,Musanze,Sector-8,GS Buye,2022,6.21,4.61,5.41,76.38,10.87,81.51,479575,0.03030303,Low
Northern,Musanze,Sector-2,GS Mweya,2023,3.87,10.25,7.06,61.17,10.64,67.54,568571,0.03030303,Low
Northern,Musanze,Sector-3,GS Camp Kigali,2024,13.59,12.23,12.91,76.53,8.38,89.37,254756,0.03030303,Medium
Northern,Musanze,Sector-6,Marie Merci,2010,11.19,17.61,14.4,94.93,8.43,73.44,494549,0.028571429,Medium
Northern,Musanze,Sector-6,GS Rwanyanza,2011,12.44,29.61,21.02,68.42,1.62,74.62,425102,0.028571429,Medium
Northern,Musanze,Sector-4,GS Kimironko II,2012,10.18,29.02,19.6,72.39,11.11,74.26,445712,0.028571429,Medium
Northern,Musanze,Sector-4,GS Kimironko II,2013,24.92,15.63,20.28,88.61,13.5,93.61,565462,0.028571429,Medium
Northern,Musanze,Sector-6,GS Nyacyina,2014,5.94,6.5,6.22,73.97,16.79,78.5,264818,0.028571429,Low
Northern,Musanze,Sector-8,GS Rutongo,2015,11.45,13.38,12.42,94.15,4.68,95.89,278331,0.028571429,Medium
Northern,Musanze,Sector-2,GS Kinteko,2016,12.94,21.77,17.36,59.5,14.53,61.87,515585,0.028571429,Medium
Northern,Musanze,Sector-1,GS Akumunigo,2017,7.02,13.56,10.29,72.96,4.7,75.36,180459,0.028571429,Medium
Northern,Musanze,Sector-1,GS Agataramo,2018,3.91,5.3,4.6,85.69,5.45,86.97,180821,0.028571429,Low
Northern,Musanze,Sector-7,New Vision,2019,15.72,10.15,12.94,85.56,6.94,94.79,209365,0.028571429,Medium
Northern,Musanze,Sector-4,GS Mweya,2020,2.06,6.41,4.23,76.81,11.62,86.73,474968,0.028571429,Low
Northern,Musanze,Sector-2,GS Gahanga I,2021,28.8,1.62,15.21,92.44,6.54,94.49,297627,0.028571429,Medium
Northern,Musanze,Sector-6,GS Kimironko II,2022,6,18.44,12.22,75.73,15.43,81.58,111171,0.028571429,Medium
Northern,Musanze,Sector-8,GS Mubuga,2023,2.88,19.01,10.94,69.82,11.3,98.28,244687,0.028571429,Medium
Northern,Musanze,Sector-9,GS Gahanga I,2024,22.68,13.89,18.29,94.22,4.4,85.53,302957,0.028571429,Medium
Northern,Musanze,Sector-6,GS Rwamagana,2010,10.08,17.53,13.81,83.16,12.68,95.3,113423,0.022222222,Medium
Northern,Musanze,Sector-5,GS Buye,2011,16.69,27.89,22.29,86.12,3.73,72.23,591135,0.022222222,Medium
Northern,Musanze,Sector-2,GS Rutongo,2012,19.45,15.5,17.48,57.52,11.33,79.19,167628,0.022222222,Medium
Northern,Musanze,Sector-6,GS Nyacyina,2013,20.76,10.83,15.8,75.47,9.87,86.37,265154,0.022222222,Medium
Northern,Musanze,Sector-1,GS Gahanga I,2014,9.58,10.46,10.02,78.59,3.67,72.45,120967,0.022222222,Medium
Northern,Musanze,Sector-9,GS Camp Kigali,2015,26.91,28.23,27.57,92.54,0.89,72.25,230145,0.022222222,High
Northern,Musanze,Sector-1,GS Buye,2016,9.94,20.7,15.32,75.04,8.61,81.6,421375,0.022222222,Medium
Northern,Musanze,Sector-9,GS Kimironko II,2017,15.55,27.13,21.34,78.22,13.52,85.77,431422,0.022222222,Medium
Northern,Musanze,Sector-2,GS Cyahafi,2018,7.69,23.94,15.82,70.53,7.45,79.15,402508,0.022222222,Medium
Northern,Musanze,Sector-7,GS Rukomo,2019,10.23,19.01,14.62,75.26,17.05,92.5,283724,0.022222222,Medium
Northern,Musanze,Sector-7,GS Rukomo,2020,8.17,1.51,4.84,76.93,19.4,82.69,303664,0.022222222,Low
Northern,Musanze,Sector-1,GS Migongo,2021,19.4,23.16,21.28,56.11,6.17,89.33,491013,0.022222222,Medium
Northern,Musanze,Sector-7,King David,2022,18.61,6.37,12.49,70.02,4.62,62.55,252150,0.022222222,Medium
Northern,Musanze,Sector-9,GS Migongo,2023,26.78,2.59,14.69,68.13,0.15,79.24,424902,0.022222222,Medium
Northern,Musanze,Sector-2,GS Camp Kigali,2024,29.65,20.11,24.88,70.9,12.98,70.66,208024,0.022222222,Medium
Northern,Musanze,Sector-2,GS Mweya,2010,28.59,19.48,24.04,87.19,14.53,68.22,217028,0.033333333,Medium
Northern,Musanze,Sector-2,GS Mweya,2011,15.82,21.36,18.59,69.73,5.54,71.4,372196,0.033333333,Medium
Northern,Musanze,Sector-6,GS Rutongo,2012,21.73,12.13,16.93,72.84,4.08,68.2,533592,0.033333333,Medium
Northern,Musanze,Sector-2,King David,2013,27.18,9,18.09,65.58,5.9,75.52,398919,0.033333333,Medium
Northern,Musanze,Sector-8,Mater Dei,2014,23.3,12.42,17.86,73.41,17.77,75.08,107101,0.033333333,Medium
Northern,Musanze,Sector-7,GS Gahanga I,2015,12.24,17.71,14.98,75.5,9.88,91.38,501435,0.033333333,Medium
Northern,Musanze,Sector-8,GS Mubuga,2016,18.94,2.9,10.92,81.22,11.9,81.03,329216,0.033333333,Medium
Northern,Musanze,Sector-2,GS Kinteko,2017,1.8,2.88,2.34,76.39,8.91,73.88,148017,0.033333333,Low
Northern,Musanze,Sector-7,King David,2018,2.51,9.71,6.11,74.82,7.74,99.99,498488,0.033333333,Low
Northern,Musanze,Sector-8,GS Camp Kigali,2019,15.6,6.52,11.06,86.21,0.69,67.68,557965,0.033333333,Medium
Northern,Musanze,Sector-3,GS Gitega,2020,29.49,26.09,27.79,67.27,4.75,68.61,169694,0.033333333,High
Northern,Musanze,Sector-4,GS Camp Kigali,2021,13.69,25.83,19.76,60.82,7.52,77.82,489512,0.033333333,Medium
Northern,Musanze,Sector-9,Mater Dei,2022,27.9,3.74,15.82,76.99,3.28,69.04,276374,0.033333333,Medium
Northern,Musanze,Sector-7,King David,2023,2.62,4.51,3.57,87.04,11.85,91.85,155413,0.033333333,Low
Northern,Musanze,Sector-2,GS Cyahafi,2024,15.35,28.43,21.89,86.95,18.76,61.85,568702,0.033333333,Medium
Northern,Musanze,Sector-3,GS Matara,2010,12.93,8.06,10.49,74.66,16.62,82.33,248579,0.03030303,Medium
Northern,Musanze,Sector-5,GS Ruheru,2011,9.18,16.88,13.03,74.96,9.21,76.17,342174,0.03030303,Medium
Northern,Musanze,Sector-6,GS Migongo,2012,8.3,11.87,10.09,90.86,17.48,72.17,187160,0.03030303,Medium
Northern,Musanze,Sector-1,Mater Dei,2013,2.53,26.79,14.66,72.44,17.19,83.3,462070,0.03030303,Medium
Northern,Musanze,Sector-7,GS Gitega,2014,3.95,11.06,7.5,83.74,2.83,68.66,415240,0.03030303,Low
Northern,Musanze,Sector-5,ES Kigoma,2015,18.35,18.95,18.65,60.76,11.12,83.37,111093,0.03030303,Medium
Northern,Musanze,Sector-3,Mater Dei,2016,12.74,13.44,13.09,67.07,12.25,98.13,577258,0.03030303,Medium
Northern,Musanze,Sector-6,GS Mubuga,2017,9.28,19.95,14.62,81.2,13.44,63.99,334625,0.03030303,Medium
Northern,Musanze,Sector-4,GS Rwanyanza,2018,5.46,4.86,5.16,74.27,18.88,71.82,213984,0.03030303,Low
Northern,Musanze,Sector-7,GS Migongo,2019,5.92,1.28,3.6,61.8,3.12,76.88,537021,0.03030303,Low
Northern,Musanze,Sector-6,GS Rwanyanza,2020,4.05,20.82,12.44,74.13,11.4,62.3,158204,0.03030303,Medium
Northern,Musanze,Sector-3,GS Rukomo,2021,4.27,27.36,15.82,73.56,4.94,95.4,130996,0.03030303,Medium
Northern,Musanze,Sector-1,New Vision,2022,9.97,26.69,18.33,76.11,2.2,99.61,361387,0.03030303,Medium
Northern,Musanze,Sector-4,Marie Merci,2023,13.32,1.52,7.42,62.91,12.04,71.93,162399,0.03030303,Low
Northern,Musanze,Sector-8,GS Ruheru,2024,14.16,12.83,13.5,63.44,3.63,95.71,152142,0.03030303,Medium
Northern,Burera,Sector-5,GS Ruramira,2010,27.18,16.76,21.97,82.06,13.48,70.59,589052,0.022222222,Medium
Northern,Burera,Sector-2,GS Nyacyina,2011,4.03,14.17,9.1,71.85,6.75,67.41,493661,0.022222222,Low
Northern,Burera,Sector-9,King David,2012,15.48,20.57,18.02,77.81,10.93,94.92,218636,0.022222222,Medium
Northern,Burera,Sector-1,GS Rwamagana,2013,17.15,21.98,19.56,67.52,3.6,94.11,109734,0.022222222,Medium
Northern,Burera,Sector-5,GS Rwamagana,2014,1.45,7.11,4.28,76.43,17.23,70.18,136680,0.022222222,Low
Northern,Burera,Sector-9,GS Buye,2015,5.76,1.75,3.76,59.41,17.71,98.89,291021,0.022222222,Low
Northern,Burera,Sector-7,GS Gahanga I,2016,14.97,21.23,18.1,64.66,7.79,72.05,341201,0.022222222,Medium
Northern,Burera,Sector-2,GS Ruramira,2017,1.02,14.53,7.78,83.74,1.71,77.94,232720,0.022222222,Low
Northern,Burera,Sector-1,GS Cyahafi,2018,28.46,9.46,18.96,58.89,8.6,97.84,579940,0.022222222,Medium
Northern,Burera,Sector-8,GS Camp Kigali,2019,17.86,22.97,20.41,78.91,18.74,99.17,150094,0.022222222,Medium
Northern,Burera,Sector-4,GS Agataramo,2020,1.03,26.93,13.98,65.56,6.29,69.12,125223,0.022222222,Medium
Northern,Burera,Sector-5,GS Ruramira,2021,3.46,14.47,8.96,74.24,19.08,68.8,458499,0.022222222,Low
Northern,Burera,Sector-3,GS Kinteko,2022,29.72,24.42,27.07,60,5,73.61,174300,0.022222222,High
Northern,Burera,Sector-2,King David,2023,6.98,4.94,5.96,64,13.14,76.63,481335,0.022222222,Low
Northern,Burera,Sector-4,GS Buye,2024,23.77,16.94,20.35,90.46,8.99,85.53,196421,0.022222222,Medium
Northern,Burera,Sector-2,GS Camp Kigali,2010,3.28,9.03,6.16,62.09,6.56,67.71,308990,0.025,Low
Northern,Burera,Sector-2,GS Camp Kigali,2011,24.79,6.33,15.56,61.96,19.55,79.27,323720,0.025,Medium
Northern,Burera,Sector-1,GS Akumunigo,2012,23.93,15.21,19.57,66.98,16.28,90.35,286502,0.025,Medium
Northern,Burera,Sector-4,Mater Dei,2013,23.28,24.29,23.78,95.43,15.81,76.22,286911,0.025,Medium
Northern,Burera,Sector-7,King David,2014,21.22,29.87,25.54,59.22,4.45,71.24,567375,0.025,High
Northern,Burera,Sector-9,GS Kimironko II,2015,21.56,3.46,12.51,85.88,12.58,70.03,212363,0.025,Medium
Northern,Burera,Sector-2,GS Ruramira,2016,23.1,26.42,24.76,95.43,16.17,83.26,470317,0.025,Medium
Northern,Burera,Sector-5,GS Kinteko,2017,26.95,1.34,14.14,85.99,8.64,91.93,129433,0.025,Medium
Northern,Burera,Sector-6,GS Matara,2018,16.31,8.92,12.61,84.33,16.35,76.97,192776,0.025,Medium
Northern,Burera,Sector-5,GS Ruheru,2019,4.55,6.3,5.42,94.83,11.98,75.52,223299,0.025,Low
Northern,Burera,Sector-1,GS Mweya,2020,8,15.22,11.61,52.72,10.34,78.75,528285,0.025,Medium
Northern,Burera,Sector-3,GS Rwanyanza,2021,17.22,20.48,18.85,63.68,4.42,64.11,485439,0.025,Medium
Northern,Burera,Sector-5,ES Kigoma,2022,1.81,29.41,15.61,83.96,13.98,61.02,494310,0.025,Medium
Northern,Burera,Sector-9,GS Gahanga I,2023,14.23,16.4,15.32,57.15,1.93,83.34,204777,0.025,Medium
Northern,Burera,Sector-3,GS Mweya,2024,9.29,26.21,17.75,73.7,6.19,80.97,373370,0.025,Medium
Northern,Burera,Sector-6,ES Kigoma,2010,8.36,10.61,9.49,62.87,11.38,96.16,240415,0.018867925,Low
Northern,Burera,Sector-8,GS Mubuga,2011,16.02,19.98,18,68.91,19.02,68.04,188074,0.018867925,Medium
Northern,Burera,Sector-1,GS Mubuga,2012,15.08,14.52,14.8,68.95,0.27,70.14,246101,0.018867925,Medium
Northern,Burera,Sector-2,King David,2013,6.93,20.8,13.87,90.11,15.21,71.69,177219,0.018867925,Medium
Northern,Burera,Sector-2,GS Cyahafi,2014,2.4,11.78,7.09,66.48,12.37,66.4,305532,0.018867925,Low
Northern,Burera,Sector-2,GS Rwanyanza,2015,25.31,15.96,20.63,82.47,4.62,61.45,319559,0.018867925,Medium
Northern,Burera,Sector-6,New Vision,2016,25.61,5.04,15.33,86.71,16.09,78.94,558308,0.018867925,Medium
Northern,Burera,Sector-2,GS Kinteko,2017,22.36,27.83,25.1,65.5,12.52,61.91,411438,0.018867925,High
Northern,Burera,Sector-7,Mater Dei,2018,13.06,28.98,21.02,69.92,17.88,89.79,584365,0.018867925,Medium
Northern,Burera,Sector-4,GS Cyahafi,2019,3.04,29.43,16.23,69.99,8.59,87.16,424696,0.018867925,Medium
Northern,Burera,Sector-2,GS Mweya,2020,25.99,5.37,15.68,59.31,18.35,68.44,449380,0.018867925,Medium
Northern,Burera,Sector-1,GS Gahanga I,2021,3.27,13.4,8.33,85.78,15.74,99.91,496082,0.018867925,Low
Northern,Burera,Sector-8,GS Buye,2022,28.93,21.51,25.22,62.04,5.47,85.86,145097,0.018867925,High
Northern,Burera,Sector-3,GS Mweya,2023,17.74,28.07,22.91,70.11,13.71,88.91,470371,0.018867925,Medium
Northern,Burera,Sector-9,GS Rukomo,2024,20.87,1.78,11.33,80.93,13.01,89.77,277297,0.018867925,Medium
Northern,Burera,Sector-2,Marie Merci,2010,1.27,6.81,4.04,73.9,13.82,70.34,228863,0.017241379,Low
Northern,Burera,Sector-6,GS Mubuga,2011,20.79,25.41,23.1,69.81,3.79,83.01,157268,0.017241379,Medium
Northern,Burera,Sector-8,Mater Dei,2012,11.48,26,18.74,83.5,15.01,79.92,241321,0.017241379,Medium
Northern,Burera,Sector-6,Marie Merci,2013,3.12,3.59,3.36,78.47,19.03,91.62,147565,0.017241379,Low
Northern,Burera,Sector-6,GS Mweya,2014,22.01,24.2,23.11,97.81,6.74,89.48,174492,0.017241379,Medium
Northern,Burera,Sector-6,New Vision,2015,4.02,17.64,10.83,88.21,5.52,77.7,150337,0.017241379,Medium
Northern,Burera,Sector-3,GS Mweya,2016,11.17,7.29,9.23,73.34,12.11,86.3,195856,0.017241379,Low
Northern,Burera,Sector-6,GS Kimironko II,2017,15.19,15.17,15.18,56.71,11.88,72.84,252320,0.017241379,Medium
Northern,Burera,Sector-9,GS Rutongo,2018,26.04,5.62,15.83,61.61,16.66,77.28,191641,0.017241379,Medium
Northern,Burera,Sector-8,GS Akumunigo,2019,24.27,3.9,14.08,76.11,5.31,85.38,284740,0.017241379,Medium
Northern,Burera,Sector-9,GS Rwanyanza,2020,10.58,16.91,13.75,55.5,8.12,82.49,394676,0.017241379,Medium
Northern,Burera,Sector-2,GS Rwamagana,2021,29.56,23.34,26.45,87.01,19.28,78.95,455239,0.017241379,High
Northern,Burera,Sector-5,GS Kinteko,2022,10.41,24.16,17.29,68.91,0,67.19,560929,0.017241379,Medium
Northern,Burera,Sector-8,ES Kigoma,2023,24.36,10.58,17.47,67.58,12.57,85.21,289469,0.017241379,Medium
Northern,Burera,Sector-4,GS Kinteko,2024,5.26,29.13,17.2,74.5,2.18,88.97,419052,0.017241379,Medium
Northern,Burera,Sector-8,GS Matara,2010,17,10.19,13.59,65.26,13.78,81.01,289836,0.018867925,Medium
Northern,Burera,Sector-4,GS Matara,2011,26.96,21.28,24.12,75.64,5.93,72.14,210210,0.018867925,Medium
Northern,Burera,Sector-5,GS Rutongo,2012,17.32,8.23,12.78,73.19,3.74,93.18,394939,0.018867925,Medium
Northern,Burera,Sector-1,GS Rwanyanza,2013,16.72,9.19,12.96,66.87,13.25,62.53,273889,0.018867925,Medium
Northern,Burera,Sector-9,GS Cyahafi,2014,11.77,19.73,15.75,75.75,2.28,89.17,103801,0.018867925,Medium
Northern,Burera,Sector-2,Marie Merci,2015,20.05,9.12,14.58,61.09,14.1,77.34,147431,0.018867925,Medium
Northern,Burera,Sector-4,GS Rwamagana,2016,9.96,10.14,10.05,68.68,14.1,82.71,357157,0.018867925,Medium
Northern,Burera,Sector-8,GS Matara,2017,16.58,14.61,15.6,78.69,3.13,86.4,174676,0.018867925,Medium
Northern,Burera,Sector-9,GS Mubuga,2018,19.54,26.31,22.93,64.48,17.61,90.26,495198,0.018867925,Medium
Northern,Burera,Sector-3,GS Nyacyina,2019,18.6,25.96,22.28,53.07,1.39,63.7,444737,0.018867925,Medium
Northern,Burera,Sector-8,Mater Dei,2020,15.39,14.71,15.05,79.53,15.48,66.82,296676,0.018867925,Medium
Northern,Burera,Sector-9,GS Ruheru,2021,1.88,20.52,11.2,93.72,11.73,95.05,306924,0.018867925,Medium
Northern,Burera,Sector-7,GS Rutongo,2022,3.24,8.48,5.86,60.24,8.67,95.01,168745,0.018867925,Low
Northern,Burera,Sector-4,GS Mweya,2023,14.31,29.12,21.71,73.09,16.27,76.8,576848,0.018867925,Medium
Northern,Burera,Sector-8,King David,2024,3.86,3.02,3.44,72.95,9.36,88.96,427980,0.018867925,Low
Northern,Gicumbi,Sector-9,ES Kigoma,2010,7.87,11.3,9.59,63.08,0.78,76.17,414764,0.019230769,Low
Northern,Gicumbi,Sector-3,Mater Dei,2011,28.76,2.34,15.55,94.39,3.13,80.98,245765,0.019230769,Medium
Northern,Gicumbi,Sector-7,GS Rwanyanza,2012,8.25,15.17,11.71,92.2,10.79,77.66,459373,0.019230769,Medium
Northern,Gicumbi,Sector-5,New Vision,2013,16.01,1.25,8.63,52.48,17.89,64.06,370248,0.019230769,Low
Northern,Gicumbi,Sector-7,GS Rukomo,2014,27.93,29.3,28.62,80.27,16.12,80.39,271500,0.019230769,High
Northern,Gicumbi,Sector-3,GS Mubuga,2015,26.76,25.69,26.23,79.8,3.51,63.9,459225,0.019230769,High
Northern,Gicumbi,Sector-3,King David,2016,15.88,13.34,14.61,83,5.99,81.35,469355,0.019230769,Medium
Northern,Gicumbi,Sector-7,GS Rukomo,2017,9.38,24.19,16.78,77.74,18.03,63.82,337031,0.019230769,Medium
Northern,Gicumbi,Sector-3,GS Gahanga I,2018,16.68,21.85,19.26,59.79,9.1,93.4,541932,0.019230769,Medium
Northern,Gicumbi,Sector-7,GS Rutongo,2019,1.81,12.19,7,89.79,10.12,87.95,276371,0.019230769,Low
Northern,Gicumbi,Sector-1,GS Gitega,2020,16.61,22.54,19.57,61.97,2.79,98,538054,0.019230769,Medium
Northern,Gicumbi,Sector-3,GS Akumunigo,2021,17.54,22.4,19.97,72.32,0.8,99.12,584331,0.019230769,Medium
Northern,Gicumbi,Sector-5,GS Kimironko II,2022,7.84,11.85,9.85,56.39,13.91,69,384736,0.019230769,Low
Northern,Gicumbi,Sector-8,GS Ruheru,2023,23.45,2.25,12.85,63.75,16.1,77.25,168225,0.019230769,Medium
Northern,Gicumbi,Sector-8,GS Buye,2024,19.46,26.68,23.07,87.43,0.39,82.55,408241,0.019230769,Medium
Northern,Gicumbi,Sector-7,GS Matara,2010,26.46,3.32,14.89,54.26,19.74,85.13,508739,0.020408163,Medium
Northern,Gicumbi,Sector-2,GS Rwamagana,2011,26.72,12.91,19.82,66.71,2.65,66.1,195066,0.020408163,Medium
Northern,Gicumbi,Sector-4,GS Mweya,2012,4.31,7.97,6.14,81.71,7.45,83.14,301632,0.020408163,Low
Northern,Gicumbi,Sector-4,GS Rwanyanza,2013,14.27,10.41,12.34,58.15,0.9,97.8,599680,0.020408163,Medium
Northern,Gicumbi,Sector-6,GS Camp Kigali,2014,5.36,13.28,9.32,63.76,1.84,65.16,490214,0.020408163,Low
Northern,Gicumbi,Sector-3,GS Nyacyina,2015,2.61,24.23,13.42,71.03,19.04,77.75,385818,0.020408163,Medium
Northern,Gicumbi,Sector-3,GS Rwamagana,2016,23.91,20.13,22.02,73.31,15.5,78.51,208286,0.020408163,Medium
Northern,Gicumbi,Sector-2,GS Ruheru,2017,12.74,28.58,20.66,73.77,15.7,66.89,224581,0.020408163,Medium
Northern,Gicumbi,Sector-8,GS Rutongo,2018,14.18,15.28,14.73,71.18,11.94,82.05,133924,0.020408163,Medium
Northern,Gicumbi,Sector-7,GS Rukomo,2019,27.82,27.69,27.76,75.59,0.21,91.02,560755,0.020408163,High
Northern,Gicumbi,Sector-4,GS Nyacyina,2020,23.09,4.09,13.59,68.06,12.92,99.34,563142,0.020408163,Medium
Northern,Gicumbi,Sector-2,ES Kigoma,2021,9.81,27.06,18.43,70.02,2.44,70.49,562506,0.020408163,Medium
Northern,Gicumbi,Sector-7,GS Ruramira,2022,3.28,20.72,12,78.33,8.87,64.4,109756,0.020408163,Medium
Northern,Gicumbi,Sector-9,GS Rutongo,2023,2.68,16.8,9.74,72.76,2.67,85.28,455462,0.020408163,Low
Northern,Gicumbi,Sector-3,GS Nyacyina,2024,9.34,15.29,12.31,70.41,9.66,60.35,244444,0.020408163,Medium
Northern,Gicumbi,Sector-3,King David,2010,27.02,1.61,14.32,94.45,8.84,74.14,182607,0.032258065,Medium
Northern,Gicumbi,Sector-6,GS Camp Kigali,2011,20,10.87,15.44,68.67,8,65.82,461981,0.032258065,Medium
Northern,Gicumbi,Sector-1,New Vision,2012,26.93,15.4,21.16,87.52,9.46,95.47,242228,0.032258065,Medium
Northern,Gicumbi,Sector-2,Marie Merci,2013,29.17,11.8,20.48,64.17,15.4,64.57,402445,0.032258065,Medium
Northern,Gicumbi,Sector-7,GS Rukomo,2014,29.1,23.43,26.27,57.09,12.52,99.42,425764,0.032258065,High
Northern,Gicumbi,Sector-6,GS Rukomo,2015,27.75,2.04,14.89,85.94,10.3,61.98,221403,0.032258065,Medium
Northern,Gicumbi,Sector-1,GS Matara,2016,21.05,3.25,12.15,73.62,11.24,76.75,368116,0.032258065,Medium
Northern,Gicumbi,Sector-9,Mater Dei,2017,1.39,12.95,7.17,61.97,4.19,61.6,152320,0.032258065,Low
Northern,Gicumbi,Sector-5,GS Ruramira,2018,10.52,26.23,18.38,74.13,7.81,62.88,519208,0.032258065,Medium
Northern,Gicumbi,Sector-1,Mater Dei,2019,23.22,13.91,18.56,69.93,10.48,89.94,380980,0.032258065,Medium
Northern,Gicumbi,Sector-9,New Vision,2020,1.95,14.58,8.27,81.17,16.86,97.3,595242,0.032258065,Low
Northern,Gicumbi,Sector-3,GS Gahanga I,2021,6.23,2.82,4.53,80.93,18.2,68.83,214506,0.032258065,Low
Northern,Gicumbi,Sector-5,GS Nyacyina,2022,28.21,1.36,14.79,75.92,8.54,74.99,567432,0.032258065,Medium
Northern,Gicumbi,Sector-7,GS Gahanga I,2023,15.93,17.89,16.91,79.18,2.85,88.74,321524,0.032258065,Medium
Northern,Gicumbi,Sector-9,GS Gahanga I,2024,19.58,23.42,21.5,80.65,18.39,69.18,506052,0.032258065,Medium
Northern,Gicumbi,Sector-8,Marie Merci,2010,9.26,13.08,11.17,71.96,13.08,83.99,173285,0.016949153,Medium
Northern,Gicumbi,Sector-6,GS Mubuga,2011,9.92,4.67,7.3,90.29,11.03,70.28,570449,0.016949153,Low
Northern,Gicumbi,Sector-9,Mater Dei,2012,4.36,12.65,8.5,82.68,6.95,90.35,564825,0.016949153,Low
Northern,Gicumbi,Sector-4,GS Gitega,2013,6.42,11.09,8.75,73.57,13.99,77.08,321120,0.016949153,Low
Northern,Gicumbi,Sector-2,GS Mweya,2014,10.91,13.56,12.23,57.79,3.59,66.57,500282,0.016949153,Medium
Northern,Gicumbi,Sector-9,GS Matara,2015,6.88,4.24,5.56,90.77,11.82,95.17,402770,0.016949153,Low
Northern,Gicumbi,Sector-8,Mater Dei,2016,3.6,22.28,12.94,95.35,4.26,82.23,100610,0.016949153,Medium
Northern,Gicumbi,Sector-9,GS Rutongo,2017,4.39,13.05,8.72,57.22,5.43,72.09,170072,0.016949153,Low
Northern,Gicumbi,Sector-8,New Vision,2018,23.27,25.73,24.5,85.25,0.18,80.56,469911,0.016949153,Medium
Northern,Gicumbi,Sector-8,GS Matara,2019,15.09,25.29,20.19,64.27,17.96,60.82,289579,0.016949153,Medium
Northern,Gicumbi,Sector-1,GS Mubuga,2020,10.08,18.04,14.06,70.5,1.13,77.75,214433,0.016949153,Medium
Northern,Gicumbi,Sector-7,GS Nyacyina,2021,25.16,2.31,13.74,74.18,11.49,67.69,503150,0.016949153,Medium
Northern,Gicumbi,Sector-1,New Vision,2022,10.14,15.88,13.01,77.75,10.64,72.55,253947,0.016949153,Medium
Northern,Gicumbi,Sector-7,GS Mweya,2023,23.28,22.98,23.13,85.12,12.3,73.37,202820,0.016949153,Medium
Northern,Gicumbi,Sector-8,GS Kinteko,2024,24.85,16.84,20.85,69.02,14.46,74.84,578198,0.016949153,Medium
Northern,Gicumbi,Sector-6,GS Akumunigo,2010,15.04,13.85,14.45,82.22,8.1,70.88,314646,0.024390244,Medium
Northern,Gicumbi,Sector-4,GS Kimironko II,2011,5.94,6.88,6.41,94.41,12.53,67.96,324489,0.024390244,Low
Northern,Gicumbi,Sector-7,Marie Merci,2012,3.36,26.53,14.94,65.16,8.09,91.19,157728,0.024390244,Medium
Northern,Gicumbi,Sector-6,GS Gitega,2013,2.22,20.8,11.51,71.67,15.23,97.31,409142,0.024390244,Medium
Northern,Gicumbi,Sector-5,GS Ruramira,2014,28.67,11.77,20.22,75.5,6.05,92.29,200290,0.024390244,Medium
Northern,Gicumbi,Sector-9,GS Migongo,2015,4.82,12.11,8.46,71.19,11.47,99.78,298729,0.024390244,Low
Northern,Gicumbi,Sector-8,GS Buye,2016,27.51,15.67,21.59,75.38,6.15,70.76,305253,0.024390244,Medium
Northern,Gicumbi,Sector-5,GS Mubuga,2017,16.47,4.89,10.68,95.68,12.27,67.6,359830,0.024390244,Medium
Northern,Gicumbi,Sector-7,GS Nyacyina,2018,3.77,11.28,7.53,79.17,18.61,94.1,178488,0.024390244,Low
